model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
MiniMaxAI_MiniMax-M2.5,3947,False,deep,19,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,357,True,close,4,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,5506,False,close,19,True,0.5263157894736842,0.47368421052631576
MiniMaxAI_MiniMax-M2.5,4288,False,deep,18,True,0.0,0.16666666666666666
MiniMaxAI_MiniMax-M2.5,4458,True,deep,6,False,0.0,0.16666666666666666
MiniMaxAI_MiniMax-M2.5,9334,True,close,15,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,819,False,deep,19,False,0.15789473684210525,0.05263157894736842
MiniMaxAI_MiniMax-M2.5,3172,True,close,16,True,0.0625,0.125
MiniMaxAI_MiniMax-M2.5,3852,False,deep,20,False,0.05,0.25
MiniMaxAI_MiniMax-M2.5,3966,True,deep,7,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,17248,True,deep,7,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,15310,False,close,19,False,0.05263157894736842,0.05263157894736842
MiniMaxAI_MiniMax-M2.5,10994,False,close,19,True,0.05263157894736842,0.21052631578947367
MiniMaxAI_MiniMax-M2.5,2971,False,deep,19,False,0.15789473684210525,0.0
MiniMaxAI_MiniMax-M2.5,10237,False,deep,19,False,0.05263157894736842,0.2631578947368421
MiniMaxAI_MiniMax-M2.5,12095,True,deep,10,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,5224,False,deep,19,True,0.3684210526315789,0.3684210526315789
MiniMaxAI_MiniMax-M2.5,658,False,close,19,False,0.10526315789473684,0.05263157894736842
MiniMaxAI_MiniMax-M2.5,1943,True,deep,14,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,16414,True,close,5,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,4348,False,deep,19,True,0.05263157894736842,0.42105263157894735
MiniMaxAI_MiniMax-M2.5,10838,True,close,9,False,0.2222222222222222,0.0
MiniMaxAI_MiniMax-M2.5,9596,False,close,19,True,0.0,0.21052631578947367
MiniMaxAI_MiniMax-M2.5,3743,True,deep,5,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,4875,False,deep,20,True,0.45,0.5
MiniMaxAI_MiniMax-M2.5,11376,False,close,19,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,5516,False,close,17,True,0.11764705882352941,0.4117647058823529
MiniMaxAI_MiniMax-M2.5,15598,False,deep,18,True,0.0,0.16666666666666666
MiniMaxAI_MiniMax-M2.5,11059,False,deep,19,True,0.0,0.0
MiniMaxAI_MiniMax-M2.5,2806,True,close,6,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,6607,False,deep,19,True,0.05263157894736842,0.21052631578947367
MiniMaxAI_MiniMax-M2.5,3192,False,close,19,True,0.0,0.10526315789473684
MiniMaxAI_MiniMax-M2.5,16469,True,close,18,True,0.1111111111111111,0.0
MiniMaxAI_MiniMax-M2.5,5184,False,deep,19,True,0.05263157894736842,0.10526315789473684
MiniMaxAI_MiniMax-M2.5,5652,True,deep,4,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,4465,True,close,5,False,0.0,0.4
MiniMaxAI_MiniMax-M2.5,5757,False,deep,19,False,0.0,0.15789473684210525
MiniMaxAI_MiniMax-M2.5,10074,True,deep,8,False,0.0,0.0
MiniMaxAI_MiniMax-M2.5,5265,True,close,15,False,0.0,0.13333333333333333
MiniMaxAI_MiniMax-M2.5,4450,False,close,18,False,0.05555555555555555,0.2777777777777778
MiniMaxAI_MiniMax-M2.5,5653,False,close,19,False,0.21052631578947367,0.3157894736842105
MiniMaxAI_MiniMax-M2.5,6396,False,close,19,False,0.05263157894736842,0.631578947368421
MiniMaxAI_MiniMax-M2.5,4020,False,close,18,True,0.1111111111111111,0.05555555555555555
MiniMaxAI_MiniMax-M2.5,10858,False,close,20,False,0.15,0.0
MiniMaxAI_MiniMax-M2.5,15611,False,deep,19,True,0.05263157894736842,0.2631578947368421
MiniMaxAI_MiniMax-M2.5,12377,False,deep,20,True,0.0,0.05
MiniMaxAI_MiniMax-M2.5,9670,True,deep,15,False,0.0,0.0
