model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
moonshotai_Kimi-K2.5,15508,False,close,19,True,0.0,0.15789473684210525
moonshotai_Kimi-K2.5,1261,True,close,18,True,0.16666666666666666,0.0
moonshotai_Kimi-K2.5,11459,False,deep,19,True,0.0,0.0
moonshotai_Kimi-K2.5,11921,True,close,14,True,0.0,0.14285714285714285
moonshotai_Kimi-K2.5,15790,False,deep,19,False,0.0,0.05263157894736842
moonshotai_Kimi-K2.5,11384,False,close,20,False,0.0,0.05
moonshotai_Kimi-K2.5,6380,False,close,19,True,0.47368421052631576,0.21052631578947367
moonshotai_Kimi-K2.5,6606,False,deep,20,True,0.4,0.05
moonshotai_Kimi-K2.5,11016,True,deep,12,False,0.0,0.0
moonshotai_Kimi-K2.5,1725,True,deep,8,False,0.0,0.0
moonshotai_Kimi-K2.5,1066,True,close,9,False,0.0,0.0
moonshotai_Kimi-K2.5,6543,False,deep,19,True,0.15789473684210525,0.15789473684210525
moonshotai_Kimi-K2.5,11697,True,deep,5,False,0.0,0.0
moonshotai_Kimi-K2.5,5807,False,deep,20,True,0.2,0.2
moonshotai_Kimi-K2.5,9949,True,deep,4,False,0.0,0.25
moonshotai_Kimi-K2.5,17257,True,close,6,False,0.0,0.0
moonshotai_Kimi-K2.5,1136,True,deep,6,False,0.0,0.0
moonshotai_Kimi-K2.5,12016,False,close,20,False,0.0,0.05
moonshotai_Kimi-K2.5,10981,True,deep,13,False,0.0,0.0
moonshotai_Kimi-K2.5,546,True,close,9,False,0.0,0.0
moonshotai_Kimi-K2.5,16249,True,deep,9,True,0.0,0.2222222222222222
moonshotai_Kimi-K2.5,6347,False,close,19,True,0.0,0.3684210526315789
moonshotai_Kimi-K2.5,3947,True,deep,4,False,0.0,0.0
moonshotai_Kimi-K2.5,357,True,close,6,True,0.0,0.16666666666666666
moonshotai_Kimi-K2.5,5506,False,close,19,True,0.7368421052631579,0.2631578947368421
moonshotai_Kimi-K2.5,4288,False,deep,19,True,0.05263157894736842,0.2631578947368421
moonshotai_Kimi-K2.5,4458,True,deep,4,False,0.0,0.0
moonshotai_Kimi-K2.5,9334,True,close,9,False,0.0,0.0
moonshotai_Kimi-K2.5,819,True,deep,11,False,0.0,0.0
moonshotai_Kimi-K2.5,3172,False,close,19,True,0.0,0.05263157894736842
moonshotai_Kimi-K2.5,3852,False,deep,20,True,0.05,0.05
moonshotai_Kimi-K2.5,3966,True,deep,6,False,0.0,0.0
moonshotai_Kimi-K2.5,17248,False,deep,1,False,0.0,0.0
moonshotai_Kimi-K2.5,15310,True,close,15,False,0.0,0.2
moonshotai_Kimi-K2.5,10994,False,close,20,True,0.0,0.2
moonshotai_Kimi-K2.5,2971,False,deep,19,True,0.0,0.0
moonshotai_Kimi-K2.5,10237,True,deep,18,True,0.0,0.2222222222222222
moonshotai_Kimi-K2.5,12095,False,deep,20,False,0.0,0.1
moonshotai_Kimi-K2.5,5224,False,deep,20,True,0.8,0.1
moonshotai_Kimi-K2.5,658,False,close,20,True,0.05,0.2
moonshotai_Kimi-K2.5,1943,True,deep,9,False,0.0,0.1111111111111111
moonshotai_Kimi-K2.5,16414,False,close,19,True,0.05263157894736842,0.10526315789473684
moonshotai_Kimi-K2.5,4348,True,deep,18,True,0.05555555555555555,0.2777777777777778
moonshotai_Kimi-K2.5,10838,False,close,20,False,0.0,0.3
moonshotai_Kimi-K2.5,9596,False,close,20,True,0.0,0.05
moonshotai_Kimi-K2.5,3743,True,deep,6,True,0.0,0.0
moonshotai_Kimi-K2.5,4875,False,deep,19,True,0.21052631578947367,0.6842105263157895
moonshotai_Kimi-K2.5,11376,True,close,7,False,0.0,0.2857142857142857
moonshotai_Kimi-K2.5,5516,True,close,19,True,0.10526315789473684,0.3684210526315789
moonshotai_Kimi-K2.5,15598,False,deep,20,True,0.0,0.05
moonshotai_Kimi-K2.5,11059,True,deep,7,False,0.0,0.0
moonshotai_Kimi-K2.5,2806,True,close,14,True,0.07142857142857142,0.0
moonshotai_Kimi-K2.5,6607,False,deep,20,True,0.2,0.05
moonshotai_Kimi-K2.5,3192,True,close,7,False,0.0,0.0
moonshotai_Kimi-K2.5,16469,True,close,8,True,0.0,0.125
moonshotai_Kimi-K2.5,5184,False,deep,19,True,0.05263157894736842,0.05263157894736842
moonshotai_Kimi-K2.5,5652,False,deep,20,False,0.0,0.0
moonshotai_Kimi-K2.5,4465,False,close,20,True,0.1,0.45
moonshotai_Kimi-K2.5,5757,True,deep,7,False,0.0,0.14285714285714285
moonshotai_Kimi-K2.5,10074,False,deep,18,False,0.0,0.05555555555555555
moonshotai_Kimi-K2.5,5265,True,close,8,True,0.0,0.125
moonshotai_Kimi-K2.5,4450,True,close,5,False,0.0,0.2
moonshotai_Kimi-K2.5,5653,False,close,20,False,0.45,0.25
moonshotai_Kimi-K2.5,6396,False,close,19,False,0.05263157894736842,0.47368421052631576
moonshotai_Kimi-K2.5,4020,False,close,19,False,0.05263157894736842,0.05263157894736842
moonshotai_Kimi-K2.5,10858,True,close,6,False,0.0,0.0
moonshotai_Kimi-K2.5,15611,True,deep,5,False,0.0,0.0
moonshotai_Kimi-K2.5,12377,True,deep,11,False,0.0,0.0
moonshotai_Kimi-K2.5,9670,True,deep,18,True,0.05555555555555555,0.05555555555555555
