model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
Qwen_Qwen3.5-9B,15790,False,deep,19,False,0.0,0.0
Qwen_Qwen3.5-9B,11384,True,close,6,False,0.0,0.0
Qwen_Qwen3.5-9B,6380,False,close,20,True,0.1,0.2
Qwen_Qwen3.5-9B,6606,False,deep,19,True,0.10526315789473684,0.21052631578947367
Qwen_Qwen3.5-9B,11016,False,deep,19,True,0.0,0.15789473684210525
Qwen_Qwen3.5-9B,1725,False,deep,18,True,0.05555555555555555,0.0
Qwen_Qwen3.5-9B,1066,True,close,6,False,0.0,0.5
Qwen_Qwen3.5-9B,6543,False,deep,20,True,0.2,0.25
Qwen_Qwen3.5-9B,11697,False,deep,19,True,0.05263157894736842,0.21052631578947367
Qwen_Qwen3.5-9B,5807,False,deep,16,True,0.0625,0.4375
Qwen_Qwen3.5-9B,9949,True,deep,7,False,0.0,0.0
Qwen_Qwen3.5-9B,17257,False,close,19,True,0.0,0.0
Qwen_Qwen3.5-9B,1136,False,deep,20,True,0.0,0.0
Qwen_Qwen3.5-9B,12016,True,close,18,False,0.0,0.0
Qwen_Qwen3.5-9B,10981,False,deep,19,True,0.0,0.21052631578947367
Qwen_Qwen3.5-9B,546,True,close,7,True,0.0,0.14285714285714285
Qwen_Qwen3.5-9B,16249,False,deep,19,True,0.0,0.10526315789473684
Qwen_Qwen3.5-9B,6347,False,close,19,True,0.15789473684210525,0.42105263157894735
Qwen_Qwen3.5-9B,3947,False,deep,18,True,0.0,0.0
Qwen_Qwen3.5-9B,357,True,close,4,False,0.0,0.0
Qwen_Qwen3.5-9B,5506,False,close,20,False,0.25,0.25
Qwen_Qwen3.5-9B,4288,True,deep,5,False,0.0,0.0
Qwen_Qwen3.5-9B,4458,False,deep,17,False,0.0,0.0
Qwen_Qwen3.5-9B,9334,False,close,19,True,0.3157894736842105,0.10526315789473684
Qwen_Qwen3.5-9B,819,False,deep,18,False,0.0,0.05555555555555555
Qwen_Qwen3.5-9B,3172,False,close,18,True,0.0,0.05555555555555555
Qwen_Qwen3.5-9B,3852,False,deep,18,True,0.05555555555555555,0.16666666666666666
Qwen_Qwen3.5-9B,3966,True,deep,8,False,0.0,0.0
Qwen_Qwen3.5-9B,17248,False,deep,17,False,0.17647058823529413,0.11764705882352941
Qwen_Qwen3.5-9B,15310,False,close,19,True,0.05263157894736842,0.05263157894736842
Qwen_Qwen3.5-9B,10994,False,close,18,True,0.05555555555555555,0.0
Qwen_Qwen3.5-9B,2971,True,deep,8,True,0.0,0.125
Qwen_Qwen3.5-9B,10237,False,deep,19,False,0.0,0.15789473684210525
Qwen_Qwen3.5-9B,12095,False,deep,18,False,0.0,0.05555555555555555
Qwen_Qwen3.5-9B,5224,False,deep,19,True,0.0,0.3157894736842105
Qwen_Qwen3.5-9B,658,False,close,18,False,0.0,0.05555555555555555
Qwen_Qwen3.5-9B,1943,False,deep,19,False,0.0,0.0
Qwen_Qwen3.5-9B,16414,False,close,18,True,0.0,0.0
Qwen_Qwen3.5-9B,4348,False,deep,19,True,0.0,0.15789473684210525
Qwen_Qwen3.5-9B,10838,False,close,20,True,0.0,0.05
Qwen_Qwen3.5-9B,9596,False,close,19,True,0.0,0.21052631578947367
Qwen_Qwen3.5-9B,3743,True,deep,8,True,0.0,0.375
Qwen_Qwen3.5-9B,4875,False,deep,20,True,0.65,0.35
Qwen_Qwen3.5-9B,11376,True,close,6,False,0.0,0.0
Qwen_Qwen3.5-9B,5516,False,close,19,False,0.0,0.0
Qwen_Qwen3.5-9B,15598,True,deep,13,True,0.0,0.15384615384615385
Qwen_Qwen3.5-9B,11059,False,deep,19,True,0.0,0.10526315789473684
Qwen_Qwen3.5-9B,2806,True,close,4,True,0.0,0.25
Qwen_Qwen3.5-9B,6607,False,deep,19,True,0.0,0.15789473684210525
Qwen_Qwen3.5-9B,3192,False,close,20,True,0.0,0.55
Qwen_Qwen3.5-9B,16469,False,close,19,True,0.0,0.47368421052631576
Qwen_Qwen3.5-9B,5184,False,deep,19,True,0.0,0.0
Qwen_Qwen3.5-9B,5652,False,deep,20,True,0.0,0.05
Qwen_Qwen3.5-9B,4465,False,close,18,True,0.05555555555555555,0.0
Qwen_Qwen3.5-9B,5757,False,deep,15,False,0.0,0.0
Qwen_Qwen3.5-9B,10074,False,deep,18,True,0.0,0.0
Qwen_Qwen3.5-9B,5265,False,close,20,False,0.0,0.0
Qwen_Qwen3.5-9B,4450,True,close,5,False,0.0,0.0
Qwen_Qwen3.5-9B,5653,False,close,19,True,0.15789473684210525,0.3684210526315789
Qwen_Qwen3.5-9B,6396,False,close,19,True,0.3684210526315789,0.3157894736842105
Qwen_Qwen3.5-9B,4020,False,close,19,False,0.0,0.0
Qwen_Qwen3.5-9B,10858,False,close,20,False,0.0,0.05
Qwen_Qwen3.5-9B,15611,False,deep,19,False,0.0,0.0
Qwen_Qwen3.5-9B,12377,False,deep,18,False,0.0,0.0
Qwen_Qwen3.5-9B,9670,False,deep,19,False,0.0,0.0
