model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
openai_gpt-oss-20b,15598,True,deep,11,False,0.0,0.0
openai_gpt-oss-20b,11059,False,deep,12,True,0.0,0.75
openai_gpt-oss-20b,2806,True,close,11,True,0.0,0.0
openai_gpt-oss-20b,6607,False,deep,16,True,0.0,0.1875
openai_gpt-oss-20b,3192,True,close,7,True,0.14285714285714285,0.0
openai_gpt-oss-20b,16469,False,close,14,True,0.9285714285714286,0.07142857142857142
openai_gpt-oss-20b,5184,False,deep,15,False,0.0,0.0
openai_gpt-oss-20b,5652,False,deep,14,False,0.0,0.07142857142857142
openai_gpt-oss-20b,4465,False,close,15,True,0.06666666666666667,0.13333333333333333
openai_gpt-oss-20b,5757,True,deep,15,False,0.0,0.06666666666666667
openai_gpt-oss-20b,10074,False,deep,15,True,0.0,0.13333333333333333
openai_gpt-oss-20b,5265,False,close,13,False,0.0,0.6153846153846154
openai_gpt-oss-20b,4450,False,close,17,False,0.058823529411764705,0.0
openai_gpt-oss-20b,5653,False,close,17,True,0.11764705882352941,0.5882352941176471
openai_gpt-oss-20b,6396,False,close,12,True,0.0,0.75
openai_gpt-oss-20b,4020,False,close,15,False,0.0,0.0
openai_gpt-oss-20b,10858,False,close,15,False,0.06666666666666667,0.06666666666666667
openai_gpt-oss-20b,15611,True,deep,4,False,0.0,0.0
openai_gpt-oss-20b,12377,True,deep,9,False,0.0,0.0
openai_gpt-oss-20b,9670,True,deep,9,False,0.0,0.0
