model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
mistralai_Mistral-Small-24B-Instruct-2501,17361,True,deep,5,False,0.4,0.0
mistralai_Mistral-Small-24B-Instruct-2501,1551,True,deep,3,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,16096,False,deep,16,False,0.0,0.3125
mistralai_Mistral-Small-24B-Instruct-2501,9650,True,deep,11,False,0.45454545454545453,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4313,True,deep,5,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,17047,False,close,15,False,0.06666666666666667,0.0
mistralai_Mistral-Small-24B-Instruct-2501,11006,True,close,4,False,0.0,0.25
mistralai_Mistral-Small-24B-Instruct-2501,9433,False,close,17,False,0.058823529411764705,0.17647058823529413
mistralai_Mistral-Small-24B-Instruct-2501,15508,False,close,16,True,0.0625,0.4375
mistralai_Mistral-Small-24B-Instruct-2501,1261,False,close,16,False,0.0,0.0625
mistralai_Mistral-Small-24B-Instruct-2501,11459,False,deep,16,False,0.0,0.0625
mistralai_Mistral-Small-24B-Instruct-2501,11921,False,close,14,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,15790,True,deep,3,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,11384,False,close,15,False,0.0,0.4666666666666667
mistralai_Mistral-Small-24B-Instruct-2501,6380,False,close,17,False,0.0,0.4117647058823529
mistralai_Mistral-Small-24B-Instruct-2501,6606,False,deep,18,False,0.0,0.05555555555555555
mistralai_Mistral-Small-24B-Instruct-2501,11016,True,deep,12,False,0.0,0.25
mistralai_Mistral-Small-24B-Instruct-2501,1725,True,deep,3,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,1066,True,close,8,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,6543,True,deep,10,True,0.0,0.7
mistralai_Mistral-Small-24B-Instruct-2501,11697,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5807,False,deep,13,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,9949,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,17257,False,close,16,False,0.0,0.625
mistralai_Mistral-Small-24B-Instruct-2501,1136,True,deep,8,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,12016,False,close,13,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,10981,False,deep,15,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,546,True,close,15,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,16249,False,deep,19,True,0.0,0.6842105263157895
mistralai_Mistral-Small-24B-Instruct-2501,6347,False,close,16,False,0.0,0.4375
mistralai_Mistral-Small-24B-Instruct-2501,3947,True,deep,12,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,357,False,close,14,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5506,False,close,18,False,0.3333333333333333,0.3333333333333333
mistralai_Mistral-Small-24B-Instruct-2501,4288,True,deep,8,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4458,True,deep,9,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,9334,True,close,3,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,819,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,3172,True,close,9,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,3852,True,deep,9,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,3966,True,deep,13,False,0.0,0.07692307692307693
mistralai_Mistral-Small-24B-Instruct-2501,17248,False,deep,15,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,15310,False,close,17,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,10994,False,close,12,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,2971,True,deep,9,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,10237,False,deep,18,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,12095,False,deep,16,False,0.0,0.1875
mistralai_Mistral-Small-24B-Instruct-2501,5224,False,deep,14,False,0.0,0.5714285714285714
mistralai_Mistral-Small-24B-Instruct-2501,658,False,close,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,1943,True,deep,7,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,16414,False,close,11,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4348,True,deep,4,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,10838,False,close,14,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,9596,True,close,5,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,3743,True,deep,6,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4875,False,deep,18,True,0.8333333333333334,0.1111111111111111
mistralai_Mistral-Small-24B-Instruct-2501,11376,False,close,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5516,False,close,12,False,0.0,0.16666666666666666
mistralai_Mistral-Small-24B-Instruct-2501,15598,False,deep,14,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,11059,False,deep,17,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,2806,True,close,12,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,6607,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,3192,False,close,16,True,0.0,0.875
mistralai_Mistral-Small-24B-Instruct-2501,16469,True,close,7,False,0.2857142857142857,0.2857142857142857
mistralai_Mistral-Small-24B-Instruct-2501,5184,False,deep,15,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5652,False,deep,14,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4465,False,close,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5757,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,10074,True,deep,5,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5265,False,close,13,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4450,True,close,9,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,5653,False,close,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,6396,False,close,18,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,4020,False,close,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,10858,False,close,15,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,15611,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,12377,False,deep,16,False,0.0,0.0
mistralai_Mistral-Small-24B-Instruct-2501,9670,True,deep,2,False,0.0,0.0
