model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
openai_gpt-oss-120b,9433,True,close,5,False,0.0,0.0
openai_gpt-oss-120b,15508,True,close,5,False,0.2,0.2
openai_gpt-oss-120b,1261,False,close,13,True,0.0,0.6923076923076923
openai_gpt-oss-120b,11459,True,deep,18,False,0.0,0.1111111111111111
openai_gpt-oss-120b,11921,True,close,12,True,0.0,0.08333333333333333
openai_gpt-oss-120b,15790,True,deep,5,False,0.0,0.0
openai_gpt-oss-120b,11384,True,close,3,True,0.0,0.3333333333333333
openai_gpt-oss-120b,6380,False,close,16,True,0.0625,0.625
openai_gpt-oss-120b,6606,False,deep,16,True,0.1875,0.125
openai_gpt-oss-120b,11016,True,deep,10,True,0.0,0.1
openai_gpt-oss-120b,1725,True,deep,7,True,0.0,0.14285714285714285
openai_gpt-oss-120b,1066,False,close,14,True,0.0,0.07142857142857142
openai_gpt-oss-120b,6543,False,deep,17,True,0.058823529411764705,0.47058823529411764
openai_gpt-oss-120b,11697,True,deep,4,False,0.0,0.0
openai_gpt-oss-120b,5807,False,deep,16,True,0.625,0.375
openai_gpt-oss-120b,9949,True,deep,3,False,0.0,0.0
openai_gpt-oss-120b,17257,False,close,15,True,0.13333333333333333,0.06666666666666667
openai_gpt-oss-120b,1136,True,deep,8,True,0.125,0.25
openai_gpt-oss-120b,12016,True,close,6,False,0.0,0.0
openai_gpt-oss-120b,10981,True,deep,4,False,0.0,0.0
openai_gpt-oss-120b,546,False,close,13,True,0.15384615384615385,0.3076923076923077
openai_gpt-oss-120b,16249,True,deep,6,True,0.0,0.0
openai_gpt-oss-120b,6347,True,close,10,True,0.0,0.5
openai_gpt-oss-120b,3947,True,deep,11,False,0.0,0.09090909090909091
openai_gpt-oss-120b,357,True,close,5,False,0.0,0.0
openai_gpt-oss-120b,5506,False,close,17,True,0.5882352941176471,0.4117647058823529
openai_gpt-oss-120b,4288,True,deep,10,True,0.0,0.5
openai_gpt-oss-120b,4458,True,deep,9,True,0.3333333333333333,0.0
openai_gpt-oss-120b,9334,True,close,14,True,0.0,0.0
openai_gpt-oss-120b,819,False,deep,17,True,0.0,0.11764705882352941
openai_gpt-oss-120b,3172,True,close,8,True,0.0,0.125
openai_gpt-oss-120b,3852,True,deep,5,True,0.0,0.0
openai_gpt-oss-120b,3966,True,deep,4,True,0.0,0.0
openai_gpt-oss-120b,17248,True,deep,3,False,0.0,0.0
openai_gpt-oss-120b,15310,False,close,16,True,0.1875,0.0
openai_gpt-oss-120b,10994,True,close,13,False,0.0,0.0
openai_gpt-oss-120b,2971,True,deep,3,True,0.0,0.0
openai_gpt-oss-120b,10237,False,deep,16,True,0.0,0.4375
openai_gpt-oss-120b,12095,True,deep,4,False,0.0,0.0
openai_gpt-oss-120b,5224,True,deep,3,False,0.0,0.0
openai_gpt-oss-120b,658,True,close,3,False,0.0,0.0
openai_gpt-oss-120b,1943,True,deep,9,True,0.1111111111111111,0.2222222222222222
openai_gpt-oss-120b,16414,True,close,12,True,0.0,0.75
openai_gpt-oss-120b,4348,True,deep,5,False,0.0,0.0
openai_gpt-oss-120b,10838,True,close,3,False,0.0,0.0
openai_gpt-oss-120b,9596,True,close,3,False,0.0,0.0
openai_gpt-oss-120b,3743,True,deep,4,False,0.0,0.0
openai_gpt-oss-120b,4875,False,deep,16,True,0.5625,0.3125
openai_gpt-oss-120b,11376,False,close,16,False,0.0,0.5625
openai_gpt-oss-120b,5516,False,close,16,False,0.0,0.1875
openai_gpt-oss-120b,15598,True,deep,3,False,0.0,0.0
openai_gpt-oss-120b,11059,True,deep,15,True,0.0,0.26666666666666666
openai_gpt-oss-120b,2806,True,close,14,True,0.07142857142857142,0.5714285714285714
openai_gpt-oss-120b,6607,False,deep,13,True,0.0,0.15384615384615385
openai_gpt-oss-120b,3192,True,close,8,False,0.0,0.125
openai_gpt-oss-120b,16469,False,close,13,True,0.46153846153846156,0.5384615384615384
openai_gpt-oss-120b,5184,True,deep,7,True,0.0,0.0
openai_gpt-oss-120b,5652,True,deep,17,False,0.0,0.058823529411764705
openai_gpt-oss-120b,4465,False,close,15,True,0.0,0.26666666666666666
openai_gpt-oss-120b,5757,False,deep,15,True,0.0,0.13333333333333333
openai_gpt-oss-120b,10074,True,deep,8,False,0.0,0.0
openai_gpt-oss-120b,5265,True,close,11,False,0.0,0.0
openai_gpt-oss-120b,4450,True,close,4,False,0.0,0.0
openai_gpt-oss-120b,5653,False,close,16,True,0.0,0.375
openai_gpt-oss-120b,6396,True,close,16,True,0.0,0.5625
openai_gpt-oss-120b,4020,True,close,6,False,0.0,0.0
openai_gpt-oss-120b,10858,True,close,4,False,0.0,0.0
openai_gpt-oss-120b,15611,True,deep,3,False,0.0,0.0
openai_gpt-oss-120b,12377,True,deep,4,False,0.0,0.0
openai_gpt-oss-120b,9670,True,deep,3,False,0.0,0.0
