model,game_id,success,distance_group,annotated_test_turns,linguistic_shift_present,disjoint_proportion,partial_overlap_proportion
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15790,False,deep,11,True,0.0,0.09090909090909091
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11384,True,close,11,False,0.0,0.18181818181818182
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6380,True,close,3,True,0.3333333333333333,0.6666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6606,False,deep,11,True,0.45454545454545453,0.2727272727272727
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11016,False,deep,12,False,0.0,0.5
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1725,True,deep,10,False,0.1,0.1
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1066,False,close,12,True,0.0,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6543,False,deep,11,True,0.09090909090909091,0.5454545454545454
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11697,False,deep,12,False,0.0,0.08333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5807,False,deep,12,False,0.0,0.25
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9949,True,deep,5,False,0.2,0.4
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17257,False,close,12,True,0.16666666666666666,0.08333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1136,False,deep,11,True,0.09090909090909091,0.2727272727272727
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,12016,True,close,3,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10981,False,deep,11,False,0.0,0.5454545454545454
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,546,False,close,11,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16249,False,deep,11,True,0.0,0.09090909090909091
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6347,False,close,12,True,0.08333333333333333,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3947,False,deep,11,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,357,True,close,6,False,0.5,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5506,False,close,12,True,0.3333333333333333,0.5833333333333334
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4288,True,deep,3,False,0.0,0.6666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4458,False,deep,10,False,0.4,0.2
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9334,True,close,6,False,0.0,0.16666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,819,False,deep,12,True,0.08333333333333333,0.16666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3172,False,close,12,True,0.08333333333333333,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3852,False,deep,11,False,0.18181818181818182,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3966,False,deep,12,True,0.08333333333333333,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,17248,True,deep,7,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15310,False,close,11,True,0.0,0.09090909090909091
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10994,False,close,12,True,0.0,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,2971,False,deep,11,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10237,False,deep,11,False,0.0,0.18181818181818182
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,12095,True,deep,6,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5224,False,deep,11,True,0.18181818181818182,0.09090909090909091
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,658,False,close,12,True,0.08333333333333333,0.16666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,1943,False,deep,11,False,0.09090909090909091,0.18181818181818182
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16414,False,close,11,True,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4348,True,deep,8,False,0.0,0.5
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10838,True,close,4,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9596,False,close,12,False,0.08333333333333333,0.16666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3743,False,deep,12,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4875,False,deep,12,False,0.4166666666666667,0.4166666666666667
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11376,False,close,12,False,0.0,0.08333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5516,False,close,11,True,0.18181818181818182,0.45454545454545453
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15598,False,deep,12,False,0.25,0.08333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,11059,False,deep,11,False,0.0,0.36363636363636365
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,2806,False,close,13,True,0.0,0.3076923076923077
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6607,False,deep,12,True,0.25,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,3192,False,close,12,True,0.08333333333333333,0.25
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,16469,False,close,11,True,0.18181818181818182,0.2727272727272727
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5184,False,deep,11,True,0.0,0.09090909090909091
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5652,False,deep,11,False,0.09090909090909091,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4465,True,close,3,False,0.0,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5757,False,deep,12,False,0.08333333333333333,0.25
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10074,True,deep,7,False,0.0,0.14285714285714285
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5265,False,close,12,False,0.0,0.25
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4450,True,close,2,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,5653,False,close,12,False,0.08333333333333333,0.6666666666666666
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,6396,False,close,12,True,0.0,0.3333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,4020,False,close,11,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,10858,False,close,12,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,15611,False,deep,10,False,0.0,0.0
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,12377,False,deep,12,False,0.0,0.08333333333333333
meta-llama_Llama-4-Maverick-17B-128E-Instruct-FP8,9670,True,deep,11,False,0.09090909090909091,0.2727272727272727
